ID,Name,Stars,Forks,Open Issues,Closed Issues,PRs,Releases,Pushed At,Created At,Primary Language
MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,freeCodeCamp,410372,38358,172,18759,39182,0,2025-02-23T01:29:00Z,2014-12-24T17:49:19Z,TypeScript
MDEwOlJlcG9zaXRvcnkxMzQ5MTg5NQ==,free-programming-books,350973,59807,29,1131,10449,0,2025-02-14T02:09:41Z,2013-10-11T06:50:37Z,HTML
MDEwOlJlcG9zaXRvcnkyMTczNzQ2NQ==,awesome,348387,27453,12,335,2105,0,2025-02-05T17:54:43Z,2014-07-11T13:42:37Z,Unknown
MDEwOlJlcG9zaXRvcnkxMzI3NTA3MjQ=,build-your-own-x,339430,30779,190,542,435,0,2024-09-03T14:39:35Z,2018-05-09T12:03:18Z,Markdown
MDEwOlJlcG9zaXRvcnk1NDM0Njc5OQ==,public-apis,328222,33478,50,603,3350,0,2024-10-31T19:50:02Z,2016-03-20T23:49:42Z,Python
MDEwOlJlcG9zaXRvcnk2MDQ5MzEwMQ==,coding-interview-university,312221,72628,53,458,1012,0,2024-12-05T23:47:30Z,2016-06-06T02:34:12Z,Unknown
MDEwOlJlcG9zaXRvcnk4NTA3NzU1OA==,developer-roadmap,308925,37573,140,2530,4888,1,2025-02-23T00:27:56Z,2017-03-15T13:45:52Z,TypeScript
MDEwOlJlcG9zaXRvcnk4MzIyMjQ0MQ==,system-design-primer,289964,46389,233,87,572,0,2024-12-02T01:10:39Z,2017-02-26T16:15:28Z,Python
MDEwOlJlcG9zaXRvcnkxNzc3MzY1MzM=,996.ICU,270294,20923,0,0,1987,0,2024-10-03T12:29:12Z,2019-03-26T07:31:14Z,Unknown
MDEwOlJlcG9zaXRvcnkyMTI4OTExMA==,awesome-python,234948,24214,0,0,1972,0,2024-08-11T17:10:18Z,2014-06-27T21:00:06Z,Python
MDEwOlJlcG9zaXRvcnkxMDI3MDI1MA==,react,232519,47006,775,12761,16881,103,2025-02-21T17:53:59Z,2013-05-24T16:15:54Z,JavaScript
MDEwOlJlcG9zaXRvcnk4ODAxMTkwOA==,project-based-learning,218609,27892,112,78,443,0,2024-08-15T05:33:54Z,2017-04-12T05:07:46Z,Unknown
MDEwOlJlcG9zaXRvcnkzNjYzMzM3MA==,awesome-selfhosted,217728,9946,0,803,3036,1,2025-02-21T18:24:09Z,2015-06-01T02:33:17Z,Unknown
MDEwOlJlcG9zaXRvcnkxMTczMDM0Mg==,vue,208398,33421,354,9664,2563,249,2024-10-10T07:24:15Z,2013-07-29T03:24:51Z,TypeScript
MDEwOlJlcG9zaXRvcnk2MzQ3NjMzNw==,Python,197560,45306,64,1492,10430,0,2025-02-22T08:16:30Z,2016-07-16T09:44:01Z,Python
MDEwOlJlcG9zaXRvcnkxMjY1NzcyNjA=,javascript-algorithms,190194,29088,129,227,773,0,2025-02-12T16:19:59Z,2018-03-24T07:47:04Z,JavaScript
MDEwOlJlcG9zaXRvcnkyMzI1Mjk4,linux,188281,46387,0,0,1055,0,2025-02-23T05:06:12Z,2011-09-04T22:48:12Z,C
MDEwOlJlcG9zaXRvcnk0NTcxNzI1MA==,tensorflow,188211,72954,791,39461,45645,213,2025-02-23T15:21:57Z,2015-11-07T01:19:20Z,C++
MDEwOlJlcG9zaXRvcnkxNDQ0MDI3MA==,You-Dont-Know-JS,181104,31426,81,855,891,0,2024-09-05T04:11:45Z,2013-11-16T02:37:24Z,Unknown
MDEwOlJlcG9zaXRvcnkxMjEzOTU1MTA=,CS-Notes,178998,49107,148,448,619,0,2024-08-21T09:40:10Z,2018-02-13T14:56:24Z,Unknown
MDEwOlJlcG9zaXRvcnkyOTExMzc=,ohmyzsh,176267,25450,134,4760,7527,0,2025-02-19T11:37:18Z,2009-08-28T18:15:37Z,Shell
MDEwOlJlcG9zaXRvcnkxOTQxNTA2NA==,computer-science,175834,21561,14,628,460,0,2025-02-23T06:04:22Z,2014-05-04T00:18:39Z,Unknown
R_kgDOJKSTjA,AutoGPT,171827,44247,166,2975,5147,42,2025-02-23T16:33:12Z,2023-03-16T09:21:07Z,Python
MDEwOlJlcG9zaXRvcnkyMTI2MjQ0,bootstrap,171602,77094,499,22122,15480,89,2025-02-22T17:17:43Z,2011-07-29T21:19:00Z,JavaScript
MDEwOlJlcG9zaXRvcnkzMTc5MjgyNA==,flutter,168793,27577,12996,90575,59071,7,2025-02-23T14:53:54Z,2015-03-06T22:54:58Z,Dart
MDEwOlJlcG9zaXRvcnk0MTg4MTkwMA==,vscode,167685,29551,8685,182087,36954,156,2025-02-23T16:27:03Z,2015-09-03T20:23:38Z,TypeScript
MDEwOlJlcG9zaXRvcnkxMDYyODk3,gitignore,164577,81678,0,0,4496,0,2025-02-21T19:35:36Z,2010-11-08T20:17:14Z,Unknown
MDEwOlJlcG9zaXRvcnkxMjM0NTg1NTE=,Python-100-Days,161115,51600,548,114,350,0,2025-02-18T13:30:55Z,2018-03-01T16:05:52Z,Jupyter Notebook
MDEwOlJlcG9zaXRvcnkxMzgzOTMxMzk=,the-book-of-secret-knowledge,158874,9542,0,0,298,0,2024-11-19T14:00:38Z,2018-06-23T10:43:14Z,Unknown
MDEwOlJlcG9zaXRvcnkzNTk1NTY2Ng==,the-art-of-command-line,154797,14143,118,136,594,0,2024-06-25T18:13:44Z,2015-05-20T15:11:03Z,Unknown
R_kgDOH3JoLw,stable-diffusion-webui,148288,26675,2303,5447,3227,27,2025-02-18T13:59:48Z,2022-08-22T14:05:26Z,Python
MDEwOlJlcG9zaXRvcnkxMzI0NjQzOTU=,JavaGuide,148252,44482,65,1008,1444,0,2025-02-23T13:44:44Z,2018-05-07T13:27:00Z,Java
MDEwOlJlcG9zaXRvcnk2NDk4NDky,javascript,146165,24251,95,1252,1630,0,2024-12-09T06:56:18Z,2012-11-01T23:13:50Z,JavaScript
MDEwOlJlcG9zaXRvcnkxNTUyMjA2NDE=,transformers,140001,27001,996,15714,19115,180,2025-02-22T11:41:21Z,2018-10-29T13:56:00Z,Python
MDEwOlJlcG9zaXRvcnkyMTU0MDc1OQ==,awesome-go,138634,11704,5,665,4790,0,2025-02-21T02:40:32Z,2014-07-06T13:42:15Z,Go
MDEwOlJlcG9zaXRvcnkxMDM5NTIw,youtube-dl,134340,10048,3691,22998,4962,341,2025-02-07T00:01:51Z,2010-10-31T14:35:07Z,Python
MDEwOlJlcG9zaXRvcnk3MDEwNzc4Ng==,next.js,129614,27427,2673,19739,27327,1000,2025-02-23T16:26:38Z,2016-10-05T23:32:51Z,JavaScript
R_kgDOJ0Z1Pg,ollama,128783,10325,1376,4702,2994,115,2025-02-23T04:25:07Z,2023-06-26T19:39:32Z,Go
MDEwOlJlcG9zaXRvcnkyNDE1NzYyNzA=,fucking-algorithm,126914,22438,4,877,503,1,2025-01-31T06:30:22Z,2020-02-19T09:01:23Z,Markdown
MDEwOlJlcG9zaXRvcnkyMzA5Njk1OQ==,go,126008,17422,9158,56420,4387,0,2025-02-23T04:39:00Z,2014-08-19T04:33:40Z,Go
MDEwOlJlcG9zaXRvcnkxMTI1MDcwODY=,30-seconds-of-code,122746,11662,0,296,1617,11,2025-02-23T12:21:47Z,2017-11-29T17:35:03Z,JavaScript
MDEwOlJlcG9zaXRvcnk2MjYwNzIyNw==,tech-interview-handbook,122031,14133,37,70,551,0,2024-10-08T11:04:00Z,2016-07-05T05:00:48Z,TypeScript
MDEwOlJlcG9zaXRvcnkyMzM0NzIxOTk=,Microsoft-Activation-Scripts,121268,11673,3,572,38,19,2025-02-23T15:07:12Z,2020-01-12T23:03:34Z,Batchfile
R_kgDOIj6G7A,awesome-chatgpt-prompts,120789,15948,0,0,667,0,2025-02-19T13:25:52Z,2022-12-05T13:54:13Z,HTML
MDEwOlJlcG9zaXRvcnkyOTAyODc3NQ==,react-native,120692,23746,591,26064,20989,375,2025-02-23T14:47:31Z,2015-01-09T18:10:16Z,C++
MDEwOlJlcG9zaXRvcnkxMTE1ODM1OTM=,scrcpy,117982,10936,2209,3017,530,44,2025-02-22T11:59:22Z,2017-11-21T18:00:27Z,C
MDEwOlJlcG9zaXRvcnk5Mzg0MjY3,electron,115576,15466,854,19693,24371,1000,2025-02-23T15:56:31Z,2013-04-12T01:47:36Z,C++
MDEwOlJlcG9zaXRvcnkxODQ0NTYyNTE=,PowerToys,115026,6662,5824,25754,5788,109,2025-02-23T12:00:52Z,2019-05-01T17:44:02Z,C#
MDEwOlJlcG9zaXRvcnkyMDU4MDQ5OA==,kubernetes,113269,38578,1889,44796,83164,722,2025-02-22T19:50:27Z,2014-06-06T22:56:04Z,Go
MDEwOlJlcG9zaXRvcnkxNDA5ODA2OQ==,free-programming-books-zh_CN,112701,25124,0,0,467,3,2024-07-15T08:55:20Z,2013-11-04T01:59:19Z,Unknown
MDEwOlJlcG9zaXRvcnk5NDMxNDk=,d3,109886,22571,9,2215,1195,194,2025-01-25T14:54:27Z,2010-09-27T17:22:42Z,Shell
MDEwOlJlcG9zaXRvcnkyNzE5Mzc3OQ==,node,109791,30060,1637,17161,36073,429,2025-02-23T14:40:34Z,2014-11-26T19:57:11Z,JavaScript
R_kgDOIXtSqw,hello-algo,109279,13528,18,235,1144,9,2025-02-15T13:24:30Z,2022-11-04T11:08:34Z,Java
MDEwOlJlcG9zaXRvcnkyMzA4ODc0MA==,axios,106362,10853,562,4196,1767,87,2025-02-18T12:36:51Z,2014-08-18T22:30:27Z,JavaScript
MDEwOlJlcG9zaXRvcnk1NzYyMDE=,three.js,104473,34748,421,12426,17530,165,2025-02-23T14:33:03Z,2010-03-23T18:58:01Z,JavaScript
MDEwOlJlcG9zaXRvcnk2MzUzNzI0OQ==,create-react-app,103110,26108,1811,6560,4306,83,2025-02-15T01:32:11Z,2016-07-17T14:55:11Z,JavaScript
MDEwOlJlcG9zaXRvcnkyMDkyOTAyNQ==,TypeScript,102306,12460,5526,36188,18428,206,2025-02-21T23:23:22Z,2014-06-17T15:28:39Z,TypeScript
MDEwOlJlcG9zaXRvcnkxMzM0NDIzODQ=,deno,101887,5423,1969,10145,14880,312,2025-02-22T01:30:04Z,2018-05-15T01:34:26Z,Rust
MDEwOlJlcG9zaXRvcnkxMDM2MzM5ODQ=,nodebestpractices,101857,10024,41,284,962,0,2024-07-04T03:41:45Z,2017-09-15T08:33:19Z,Dockerfile
MDEwOlJlcG9zaXRvcnk3MjQ3MTI=,rust,101458,12614,9999,46686,80393,135,2025-02-23T14:11:31Z,2010-06-16T20:39:03Z,Rust
MDEwOlJlcG9zaXRvcnkzMDcyNjAyMDU=,yt-dlp,101394,7813,1505,7218,3457,104,2025-02-23T09:56:47Z,2020-10-26T04:22:55Z,Python
R_kgDOIPDwlg,langchain,101303,16105,347,7868,16890,806,2025-02-23T15:52:37Z,2022-10-17T02:58:36Z,Jupyter Notebook
MDEwOlJlcG9zaXRvcnk1ODAyODAzOA==,HelloGitHub,98802,9724,192,2559,48,51,2025-01-27T03:53:33Z,2016-05-04T06:24:11Z,Python
MDEwOlJlcG9zaXRvcnkxMDAwNjA5MTI=,terminal,97125,8357,1601,11517,4592,128,2025-02-22T02:31:28Z,2017-08-11T18:38:22Z,C++
MDEwOlJlcG9zaXRvcnkyNDE5NTMzOQ==,angular,97014,25327,1513,27245,29547,407,2025-02-21T22:19:07Z,2014-09-18T16:12:01Z,TypeScript
MDEwOlJlcG9zaXRvcnkyMzA4MzE1Ng==,material-ui,94859,32279,1675,18156,24239,521,2025-02-21T23:50:00Z,2014-08-18T19:11:54Z,TypeScript
MDEwOlJlcG9zaXRvcnkxNTYzNDk4MQ==,godot,94272,21339,11358,43806,46923,58,2025-02-23T11:14:33Z,2014-01-04T16:05:36Z,C++
MDEwOlJlcG9zaXRvcnkzNDUyNjg4NA==,ant-design,93777,51046,1210,29708,19126,690,2025-02-23T10:34:03Z,2015-04-24T15:37:24Z,TypeScript
MDEwOlJlcG9zaXRvcnkyMzEyODM0NTI=,excalidraw,92946,8657,1670,2195,4884,13,2025-02-22T22:42:00Z,2020-01-02T01:04:43Z,TypeScript
MDEwOlJlcG9zaXRvcnk3NDc5MTM2Ng==,clean-code-javascript,92504,10576,71,163,290,0,2024-07-29T07:24:37Z,2016-11-25T22:25:41Z,JavaScript
MDEwOlJlcG9zaXRvcnkzMjQ4NDM4MQ==,free-for-dev,92407,9498,0,0,3470,0,2025-02-21T15:16:43Z,2015-03-18T21:06:26Z,HTML
MDEwOlJlcG9zaXRvcnkxNTIwNDg2MA==,papers-we-love,91032,5564,0,243,519,0,2025-02-19T01:13:05Z,2013-12-15T14:31:41Z,Shell
MDEwOlJlcG9zaXRvcnkyMjc5MDQ4OA==,java-design-patterns,90811,25920,125,817,2213,0,2025-02-22T18:09:44Z,2014-08-09T16:45:18Z,Java
MDEwOlJlcG9zaXRvcnk0ODM3ODk0Nw==,frp,90742,13404,58,3645,939,101,2025-02-12T04:30:37Z,2015-12-21T15:24:59Z,Go
MDEwOlJlcG9zaXRvcnkxNTc2MTY4ODA=,iptv,90460,3160,91,9873,7273,0,2025-02-23T03:20:36Z,2018-11-14T22:00:57Z,JavaScript
MDEwOlJlcG9zaXRvcnkzMzYxNDMwNA==,thefuck,90178,3580,274,471,707,17,2024-07-19T14:56:13Z,2015-04-08T15:08:04Z,Python
MDEwOlJlcG9zaXRvcnk5MDc5NjY2Mw==,puppeteer,89787,9044,255,6819,6391,494,2025-02-23T03:30:37Z,2017-05-09T22:16:13Z,TypeScript
MDEwOlJlcG9zaXRvcnkxOTY3MDE2MTk=,tauri,89730,2730,953,4259,5480,1000,2025-02-22T22:45:33Z,2019-07-13T09:09:37Z,Rust
MDEwOlJlcG9zaXRvcnk1NTA3NjA2Mw==,Awesome-Hacking,89214,8499,0,0,111,0,2025-01-18T01:48:02Z,2016-03-30T15:47:10Z,Unknown
MDEwOlJlcG9zaXRvcnk4ODQ2NDcwNA==,vue-element-admin,88755,30177,1240,2357,590,49,2024-10-24T11:25:46Z,2017-04-17T03:35:49Z,Vue
R_kgDONicYKA,DeepSeek-V3,87632,14128,109,301,108,0,2025-02-18T10:04:06Z,2024-12-26T09:52:40Z,Python
MDEwOlJlcG9zaXRvcnk2NTYwMDk3NQ==,pytorch,87152,22931,14553,34472,98262,58,2025-02-23T16:52:11Z,2016-08-13T05:26:41Z,Python
MDEwOlJlcG9zaXRvcnkxNjQwODk5Mg==,neovim,86440,5820,1551,10788,19577,41,2025-02-23T16:48:09Z,2014-01-31T13:39:22Z,Vim Script
MDEwOlJlcG9zaXRvcnkxMDEyOTY4ODE=,every-programmer-should-know,86251,7151,29,22,171,0,2024-08-06T12:01:28Z,2017-08-24T13:18:26Z,Unknown
MDEwOlJlcG9zaXRvcnk1NDE3MzU5Mw==,storybook,85921,9323,2040,11121,13407,1000,2025-02-23T16:23:26Z,2016-03-18T04:23:44Z,TypeScript
MDEwOlJlcG9zaXRvcnkxMDYwMTczNDM=,tailwindcss,85877,4333,85,3901,3435,268,2025-02-22T12:12:25Z,2017-10-06T14:59:14Z,TypeScript
MDEwOlJlcG9zaXRvcnkzMTE1MjU3OTg=,Web-Dev-For-Beginners,85160,12351,55,240,883,0,2025-02-13T17:10:41Z,2020-11-10T02:44:00Z,JavaScript
MDEwOlJlcG9zaXRvcnkyOTkzNTQyMDc=,rustdesk,82628,11434,48,3252,3881,28,2025-02-23T05:39:43Z,2020-09-28T15:36:08Z,Rust
MDEwOlJlcG9zaXRvcnk0MTY0NDgy,django,82447,31645,0,0,19145,0,2025-02-23T15:22:39Z,2012-04-28T02:47:18Z,Python
MDEwOlJlcG9zaXRvcnk2MTIyMzA=,nvm,82404,8087,300,1954,1099,68,2025-02-06T16:01:44Z,2010-04-15T17:47:47Z,Shell
MDEwOlJlcG9zaXRvcnkxNzI1NjI0NzU=,app-ideas,82263,9319,126,43,706,0,2024-08-16T09:41:10Z,2019-02-25T18:36:56Z,Unknown
MDEwOlJlcG9zaXRvcnkxMTgxOTI3,bitcoin,82134,27694,386,8021,21983,54,2025-02-21T16:05:19Z,2010-12-19T15:16:43Z,C++
MDEwOlJlcG9zaXRvcnk3NDI5MzMyMQ==,svelte,81515,4347,775,7202,6707,393,2025-02-21T23:20:43Z,2016-11-20T18:13:05Z,JavaScript
R_kgDOIuCgEw,ui,81471,5313,790,2015,1947,37,2025-02-23T07:37:38Z,2023-01-04T12:43:27Z,TypeScript
MDEwOlJlcG9zaXRvcnkyNTYxNTgy,animate.css,81346,15958,32,841,910,22,2024-07-29T19:34:21Z,2011-10-12T10:07:38Z,CSS
MDEwOlJlcG9zaXRvcnkxNjA5MTkxMTk=,fastapi,81250,6928,52,3411,4325,200,2025-02-22T22:03:10Z,2018-12-08T08:21:47Z,Python
MDEwOlJlcG9zaXRvcnk1MjYzMTg0MQ==,realworld,81230,7235,44,495,879,0,2024-12-02T17:20:18Z,2016-02-26T20:49:53Z,TypeScript
R_kgDOJH-jmg,NextChat,81184,59199,576,2820,2467,76,2025-02-21T00:56:43Z,2023-03-10T18:27:54Z,TypeScript
MDEwOlJlcG9zaXRvcnk1MTA4MDUx,opencv,80710,55060,2567,8442,15774,65,2025-02-21T14:40:03Z,2012-07-19T09:40:17Z,C++
MDEwOlJlcG9zaXRvcnkyMDkwNDQzNw==,gin,80446,8041,641,1647,1843,26,2025-02-17T22:43:08Z,2014-06-16T23:57:25Z,Go
R_kgDONs2Wmg,DeepSeek-R1,80319,10317,249,157,49,0,2025-02-18T15:02:27Z,2025-01-20T11:57:28Z,Unknown
MDEwOlJlcG9zaXRvcnk2MzUzOTA1NQ==,awesome-mac,79859,6195,110,342,1093,10,2025-02-15T03:25:42Z,2016-07-17T15:33:47Z,JavaScript
MDEwOlJlcG9zaXRvcnkxODYzMzI5,laravel,79713,23705,0,0,4884,182,2025-02-22T16:55:05Z,2011-06-08T03:06:08Z,PHP
MDEwOlJlcG9zaXRvcnkxMjc5ODgwMTE=,mall,79178,28703,15,481,124,3,2025-02-18T01:47:31Z,2018-04-04T01:11:44Z,Java
MDEwOlJlcG9zaXRvcnkxMTE4MDY4Nw==,hugo,78239,7567,447,7140,5636,315,2025-02-22T15:49:02Z,2013-07-04T15:26:26Z,Go
MDEwOlJlcG9zaXRvcnkyNjUwMDc4Nw==,FiraCode,78223,3112,400,944,195,29,2025-02-08T14:56:37Z,2014-11-11T19:32:38Z,Clojure
R_kgDOKdDCcw,open-webui,77956,9166,158,3916,2475,92,2025-02-22T22:31:24Z,2023-10-06T22:08:27Z,JavaScript
MDEwOlJlcG9zaXRvcnkyMTQ1ODcxOTM=,supabase,77893,7729,310,3866,13383,19,2025-02-23T16:49:06Z,2019-10-12T05:56:49Z,TypeScript
MDEwOlJlcG9zaXRvcnk1MTExNzgzNw==,models,77401,43434,1063,6232,3840,48,2025-02-21T21:12:11Z,2016-02-05T01:15:20Z,Python
MDEwOlJlcG9zaXRvcnkxNTE4MzQwNjI=,advanced-java,77060,18618,5,142,128,1,2025-02-10T12:13:57Z,2018-10-06T11:38:30Z,Java
R_kgDOIAstBQ,whisper,76811,9019,0,0,295,12,2025-01-04T20:56:17Z,2022-09-16T20:02:54Z,Python
MDEwOlJlcG9zaXRvcnkxMjg4ODk5Mw==,core,76697,32030,2896,54521,80906,1000,2025-02-23T16:43:48Z,2013-09-17T07:29:48Z,Python
MDEwOlJlcG9zaXRvcnkzNTc3Mjg5Njk=,bun,76370,2919,4021,6702,6097,179,2025-02-23T09:17:31Z,2021-04-14T00:48:17Z,Zig
MDEwOlJlcG9zaXRvcnk2Mjk2Nzkw,spring-boot,76234,39094,540,36588,6718,300,2025-02-22T18:05:27Z,2012-10-19T15:02:57Z,Java
MDEwOlJlcG9zaXRvcnkyNjA2NjcyNw==,mermaid,76029,6986,1125,2008,2797,142,2025-02-21T18:28:16Z,2014-11-01T23:52:32Z,TypeScript
MDEwOlJlcG9zaXRvcnkxNjA2NDAwOTQ=,LeetCodeAnimation,75714,13690,19,42,77,0,2023-08-14T12:14:01Z,2018-12-06T08:01:22Z,Java
MDEwOlJlcG9zaXRvcnkxOTk1NzAwNzE=,v2rayN,75449,12093,16,5354,386,234,2025-02-23T11:59:06Z,2019-07-30T03:47:24Z,C#
MDEwOlJlcG9zaXRvcnkzMjY4OTg2Mw==,manim,75203,6439,437,751,863,13,2025-01-08T16:22:03Z,2015-03-22T18:50:58Z,Python
R_kgDOJH_K4A,llama.cpp,75062,9055,347,4236,5365,1000,2025-02-23T13:55:20Z,2023-03-10T18:58:00Z,C++
MDEwOlJlcG9zaXRvcnkzNDcwNDcx,Font-Awesome,74685,11934,4097,15481,700,59,2024-12-16T21:32:57Z,2012-02-17T14:19:43Z,JavaScript
MDEwOlJlcG9zaXRvcnkxNDc0NzU5OA==,json-server,73685,6843,615,546,414,38,2024-09-24T10:33:10Z,2013-11-27T13:21:13Z,JavaScript
MDEwOlJlcG9zaXRvcnkxMDc0NDE4Mw==,netdata,73584,5861,147,7874,11136,108,2025-02-23T11:11:45Z,2013-06-17T18:39:10Z,C
MDEwOlJlcG9zaXRvcnk0NzAxODIzOQ==,awesome-interview-questions,73353,8211,27,35,233,0,2024-07-29T14:21:23Z,2015-11-28T09:48:17Z,Unknown
MDEwOlJlcG9zaXRvcnk0NDU3MTcxOA==,awesome-vue,72600,9195,34,189,3940,0,2025-02-04T16:10:43Z,2015-10-20T00:16:14Z,Unknown
R_kgDOJPPS-Q,gpt4all,72579,7839,648,1475,1173,37,2025-02-21T16:41:34Z,2023-03-27T18:49:32Z,C++
MDEwOlJlcG9zaXRvcnk0NDg4MjIwMQ==,awesome-for-beginners,71847,6643,5,166,1375,0,2025-02-21T21:55:11Z,2015-10-24T19:53:36Z,Unknown
MDEwOlJlcG9zaXRvcnk1MDc3NzU=,elasticsearch,71716,24615,4006,34359,84474,171,2025-02-23T07:11:20Z,2010-02-08T13:20:56Z,Java
MDEwOlJlcG9zaXRvcnkyNzgzMzUyNzM=,github-readme-stats,71592,23323,176,1095,2445,0,2025-02-17T19:27:55Z,2020-07-09T10:34:22Z,JavaScript
R_kgDOJxbR3A,generative-ai-for-beginners,71311,36827,4,135,426,0,2025-02-17T12:57:31Z,2023-06-19T16:28:59Z,Jupyter Notebook
MDEwOlJlcG9zaXRvcnkzNDM5NjUxMzI=,ML-For-Beginners,71191,14779,3,136,522,0,2025-02-18T13:02:15Z,2021-03-03T01:34:05Z,HTML
R_kgDOJVxJug,dify,71184,10311,387,6296,5873,119,2025-02-23T11:35:11Z,2023-04-12T07:40:24Z,TypeScript
MDEwOlJlcG9zaXRvcnkxNDU1NTM2NzI=,funNLP,71135,14153,30,47,27,0,2024-05-10T07:38:24Z,2018-08-21T11:20:39Z,Python
MDEwOlJlcG9zaXRvcnkyNTc0ODU0MjI=,vite,70872,6355,443,7300,6713,524,2025-02-21T11:10:02Z,2020-04-21T05:03:57Z,TypeScript
MDEwOlJlcG9zaXRvcnkxNzI5NTM4NDU=,code-server,69949,5683,131,3472,1943,174,2025-02-18T19:16:20Z,2019-02-27T16:50:41Z,TypeScript
R_kgDOHzIiIA,stable-diffusion,69677,8676,526,194,150,0,2024-06-18T01:53:49Z,2022-08-10T14:36:44Z,Jupyter Notebook
MDEwOlJlcG9zaXRvcnkxMDcxMTE0MjE=,Front-End-Checklist,69601,5456,0,148,308,1,2025-02-14T00:53:27Z,2017-10-16T10:12:36Z,Unknown
MDEwOlJlcG9zaXRvcnkyMjE5ODE4OTE=,playwright,69586,3841,726,14613,16034,141,2025-02-23T01:12:39Z,2019-11-15T18:32:42Z,TypeScript
MDEwOlJlcG9zaXRvcnk4MDk0NTQyOA==,nest,69551,7715,31,5503,8784,112,2025-02-23T14:05:14Z,2017-02-04T20:12:52Z,TypeScript
MDEwOlJlcG9zaXRvcnk3NjkxNjMx,moby,69227,17470,3125,19708,26047,212,2025-02-21T19:47:14Z,2013-01-18T18:10:57Z,Go
MDEwOlJlcG9zaXRvcnkyNDM5NTA0MDg=,HowToCook,69211,8606,377,300,716,3,2025-02-22T10:36:02Z,2020-02-29T10:43:49Z,Dockerfile
MDEwOlJlcG9zaXRvcnk1OTY4OTI=,flask,68877,16018,2,2665,2620,35,2025-01-05T17:10:05Z,2010-04-06T11:11:59Z,Python
R_kgDOKVORZg,system-design-101,68570,7184,35,15,38,0,2024-08-16T06:44:51Z,2023-09-18T20:52:03Z,Unknown
R_kgDOI4f-vw,node,68564,2511,49,158,192,43,2025-02-19T21:33:55Z,2023-02-01T13:55:02Z,Shell
R_kgDOKtchNQ,screenshot-to-code,68504,8262,92,274,113,0,2025-02-18T21:29:11Z,2023-11-14T17:53:32Z,Python
MDEwOlJlcG9zaXRvcnkxODYxNDU4,reveal.js,68402,15867,754,1677,1097,47,2025-02-20T09:30:35Z,2011-06-07T18:54:22Z,JavaScript
MDEwOlJlcG9zaXRvcnkyMDM1ODc3NDQ=,hoppscotch,68399,4592,507,1284,2574,64,2025-02-23T10:36:03Z,2019-08-21T13:15:24Z,TypeScript
R_kgDOIygeJg,ComfyUI,68219,7177,1954,2669,1296,37,2025-02-23T09:56:02Z,2023-01-17T03:15:56Z,Python
MDEwOlJlcG9zaXRvcnkxMzgwNzYwNg==,fzf,68181,2448,239,2652,1009,60,2025-02-23T11:25:52Z,2013-10-23T16:04:23Z,Go
MDEwOlJlcG9zaXRvcnk3MTU4MzYwMg==,cs-video-courses,68175,8826,2,143,215,0,2025-02-22T10:51:29Z,2016-10-21T17:02:11Z,Unknown
MDEwOlJlcG9zaXRvcnkyMTI2MzkwNzE=,devops-exercises,68157,14143,31,61,386,0,2025-01-25T17:57:43Z,2019-10-03T17:31:21Z,Python
MDEwOlJlcG9zaXRvcnk0NDgzODk0OQ==,swift,68146,10068,7002,9070,59700,57,2025-02-23T01:08:08Z,2015-10-23T21:15:07Z,C++
MDEwOlJlcG9zaXRvcnkxNTYwMTg=,redis,68076,17447,2080,4546,6837,78,2025-02-23T06:27:33Z,2009-03-21T22:32:25Z,C
MDEwOlJlcG9zaXRvcnkxNDcxMjg1MA==,syncthing,67815,4358,371,5217,4305,396,2025-02-13T01:29:18Z,2013-11-26T09:48:21Z,Go
R_kgDOJL0ZtQ,gpt_academic,67651,8109,238,1464,342,32,2025-02-21T11:51:10Z,2023-03-20T09:05:13Z,Python
MDEwOlJlcG9zaXRvcnkyMTg3MjM5Mg==,awesome-machine-learning,67029,13602,0,91,915,0,2025-02-13T13:51:00Z,2014-07-15T19:11:19Z,Python
MDEwOlJlcG9zaXRvcnkyMjY3MDg1Nw==,awesome-react,66919,6932,1,107,1313,0,2024-12-06T20:56:37Z,2014-08-06T05:31:44Z,Unknown
MDEwOlJlcG9zaXRvcnkyMzM1NzU4OA==,protobuf,66672,15355,203,6229,13787,180,2025-02-22T10:02:00Z,2014-08-26T15:52:15Z,C++
MDEwOlJlcG9zaXRvcnkxNTExMTgyMQ==,grafana,66608,11989,3868,35115,59219,495,2025-02-23T00:42:35Z,2013-12-11T15:59:56Z,TypeScript
MDEwOlJlcG9zaXRvcnkyMzcxNTk=,express,66365,17423,102,3833,1833,159,2025-02-22T15:44:32Z,2009-06-26T18:56:01Z,JavaScript
MDEwOlJlcG9zaXRvcnk4Mzk5OTcwMA==,Best-websites-a-programmer-should-visit,66078,7229,69,101,1807,0,2025-02-19T19:07:40Z,2017-03-05T20:25:17Z,Unknown
MDEwOlJlcG9zaXRvcnkxMDExMzgzMTU=,d2l-zh,66015,11042,0,0,1363,16,2024-07-30T09:32:19Z,2017-08-23T04:40:24Z,Python
MDEwOlJlcG9zaXRvcnk4MTU5ODk2MQ==,cpython,65437,30625,7221,63931,58475,0,2025-02-23T16:06:33Z,2017-02-10T19:23:51Z,Python
